month,department_id,account_id,actual,budget,forecast,account_name,account_category,statement_line,favorable_direction,is_revenue,is_cogs,is_opex,is_expense,oi_sign,var_ab_amount,oi_impact_ab,favorable_ab,var_ab_pct,ab_pct_meaningful,var_af_amount,oi_impact_af,favorable_af,var_af_pct,actual_mom_amount,actual_mom_pct,fiscal_year,month_number,actual_ytd,budget_ytd,var_ab_ytd_amount,oi_impact_ytd,group_total_oi_impact_ab,contribution_to_oi_co,materiality_rank_co,contribution_to_oi_ab,materiality_rank
2024-11-01,CS,CS_TE,10600.0,10600.0,,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00569,2024,11,113300.0,113300.0,0.0,-0.0,-2883.76,0.0,18,0.0,3
2024-12-01,CS,CS_TE,10660.0,10660.0,,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00566,2024,12,123960.0,123960.0,0.0,-0.0,-2387.85,0.0,18,0.0,3
2025-01-01,CS,CS_TE,10720.0,10720.0,10720.0,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00563,2025,1,10720.0,10720.0,0.0,-0.0,17541.4,0.0,18,-0.0,4
2025-02-01,CS,CS_TE,10780.0,10780.0,10780.0,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.0056,2025,2,21500.0,21500.0,0.0,-0.0,16902.7,0.0,18,-0.0,4
2025-03-01,CS,CS_TE,10840.0,10840.0,10840.0,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00557,2025,3,32340.0,32340.0,0.0,-0.0,17751.94,0.0,18,-0.0,4
2025-04-01,CS,CS_TE,10900.0,10900.0,10900.0,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00554,2025,4,43240.0,43240.0,0.0,-0.0,16365.24,0.0,18,-0.0,4
2025-05-01,CS,CS_TE,10960.0,10960.0,10960.0,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.0055,2025,5,54200.0,54200.0,0.0,-0.0,15871.5,0.0,18,-0.0,4
2025-06-01,CS,CS_TE,11020.0,11020.0,11020.0,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00547,2025,6,65220.0,65220.0,0.0,-0.0,17253.13,0.0,18,-0.0,4
2025-07-01,CS,CS_TE,11080.0,11080.0,11080.0,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00544,2025,7,76300.0,76300.0,0.0,-0.0,15488.27,0.0,18,-0.0,4
2025-08-01,CS,CS_TE,11140.0,11140.0,11140.0,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00542,2025,8,87440.0,87440.0,0.0,-0.0,15774.69,0.0,18,-0.0,4
2025-09-01,CS,CS_TE,11200.0,11200.0,11200.0,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00539,2025,9,98640.0,98640.0,0.0,-0.0,15559.0,0.0,18,-0.0,4
2025-10-01,CS,CS_TE,11260.0,11260.0,11260.0,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00536,2025,10,109900.0,109900.0,0.0,-0.0,15078.66,0.0,18,-0.0,4
2025-11-01,CS,CS_TE,11320.0,11320.0,11320.0,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.00533,2025,11,121220.0,121220.0,0.0,-0.0,15407.38,0.0,18,-0.0,4
2025-12-01,CS,CS_TE,11380.0,11380.0,11380.0,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,60.0,0.0053,2025,12,132600.0,132600.0,0.0,-0.0,13957.78,0.0,18,-0.0,4
2024-01-01,CS,CS_TRAIN,12000.0,12000.0,,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,,,2024,1,12000.0,12000.0,0.0,-0.0,-262.2,-0.0,18,0.0,4
2024-02-01,CS,CS_TRAIN,12070.0,12070.0,,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,70.0,0.00583,2024,2,24070.0,24070.0,0.0,-0.0,-131.16,0.0,18,0.0,4
2024-03-01,CS,CS_TRAIN,12140.0,12140.0,,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,70.0,0.0058,2024,3,36210.0,36210.0,0.0,-0.0,-985.47,0.0,18,0.0,4
2024-04-01,CS,CS_TRAIN,12210.0,12210.0,,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,70.0,0.00577,2024,4,48420.0,48420.0,0.0,-0.0,97.59,0.0,18,,4
2024-05-01,CS,CS_TRAIN,12280.0,12280.0,,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,70.0,0.00573,2024,5,60700.0,60700.0,0.0,-0.0,-1534.23,0.0,18,0.0,4
2024-06-01,CS,CS_TRAIN,12350.0,12350.0,,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,70.0,0.0057,2024,6,73050.0,73050.0,0.0,-0.0,-1031.61,-0.0,18,0.0,4
2024-07-01,CS,CS_TRAIN,12420.0,12420.0,,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,70.0,0.00567,2024,7,85470.0,85470.0,0.0,-0.0,-686.45,0.0,19,0.0,4
2024-08-01,CS,CS_TRAIN,12490.0,12490.0,,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,70.0,0.00564,2024,8,97960.0,97960.0,0.0,-0.0,-2326.42,0.0,19,0.0,4
2024-09-01,CS,CS_TRAIN,12560.0,12560.0,,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,70.0,0.0056,2024,9,110520.0,110520.0,0.0,-0.0,-838.6,0.0,19,0.0,4
2024-10-01,CS,CS_TRAIN,12630.0,12630.0,,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,70.0,0.00557,2024,10,123150.0,123150.0,0.0,-0.0,-795.56,0.0,19,0.0,4
2024-11-01,CS,CS_TRAIN,12700.0,12700.0,,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,70.0,0.00554,2024,11,135850.0,135850.0,0.0,-0.0,-2883.76,0.0,19,0.0,4
2024-12-01,CS,CS_TRAIN,12770.0,12770.0,,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,70.0,0.00551,2024,12,148620.0,148620.0,0.0,-0.0,-2387.85,0.0,19,0.0,4
2025-01-01,CS,CS_TRAIN,15151.2,12840.0,12840.0,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,2311.2,-2311.2,False,0.18,True,2311.2,-2311.2,0.0,0.18,2381.2,0.18647,2025,1,15151.2,12840.0,2311.2,-2311.2,17541.4,0.01494,11,-0.13176,3
2025-02-01,CS,CS_TRAIN,15233.8,12910.0,12910.0,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,2323.8,-2323.8,False,0.18,True,2323.8,-2323.8,0.0,0.18,82.6,0.00545,2025,2,30385.0,25750.0,4635.0,-4635.0,16902.7,0.01386,12,-0.13748,3
2025-03-01,CS,CS_TRAIN,15316.4,12980.0,12980.0,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,2336.4,-2336.4,False,0.18,True,2336.4,-2336.4,0.0,0.18,82.6,0.00542,2025,3,45701.4,38730.0,6971.4,-6971.4,17751.94,0.0107,14,-0.13161,3
2025-04-01,CS,CS_TRAIN,15399.0,13050.0,13050.0,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,2349.0,-2349.0,False,0.18,True,2349.0,-2349.0,0.0,0.18,82.6,0.00539,2025,4,61100.4,51780.0,9320.4,-9320.4,16365.24,0.01056,12,-0.14354,3
2025-05-01,CS,CS_TRAIN,15481.6,13120.0,13120.0,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,2361.6,-2361.6,False,0.18,True,2361.6,-2361.6,0.0,0.18,82.6,0.00536,2025,5,76582.0,64900.0,11682.0,-11682.0,15871.5,0.01189,12,-0.1488,3
2025-06-01,CS,CS_TRAIN,15564.2,13190.0,13190.0,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,2374.2,-2374.2,False,0.18,True,2374.2,-2374.2,0.0,0.18,82.6,0.00534,2025,6,92146.2,78090.0,14056.2,-14056.2,17253.13,0.00695,14,-0.13761,3
2025-07-01,CS,CS_TRAIN,15646.8,13260.0,13260.0,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,2386.8,-2386.8,False,0.18,True,2386.8,-2386.8,0.0,0.18,82.6,0.00531,2025,7,107793.0,91350.0,16443.0,-16443.0,15488.27,0.00636,14,-0.1541,3
2025-08-01,CS,CS_TRAIN,15729.4,13330.0,13330.0,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,2399.4,-2399.4,False,0.18,True,2399.4,-2399.4,0.0,0.18,82.6,0.00528,2025,8,123522.4,104680.0,18842.4,-18842.4,15774.69,0.00889,13,-0.1521,3
2025-09-01,CS,CS_TRAIN,15812.0,13400.0,13400.0,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,2412.0,-2412.0,False,0.18,True,2412.0,-2412.0,0.0,0.18,82.6,0.00525,2025,9,139334.4,118080.0,21254.4,-21254.4,15559.0,0.00847,11,-0.15502,3
2025-10-01,CS,CS_TRAIN,15894.6,13470.0,13470.0,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,2424.6,-2424.6,False,0.18,True,2424.6,-2424.6,0.0,0.18,82.6,0.00522,2025,10,155229.0,131550.0,23679.0,-23679.0,15078.66,0.00799,14,-0.1608,3
2025-11-01,CS,CS_TRAIN,15977.2,13540.0,13540.0,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,2437.2,-2437.2,False,0.18,True,2437.2,-2437.2,0.0,0.18,82.6,0.0052,2025,11,171206.2,145090.0,26116.2,-26116.2,15407.38,0.0077,14,-0.15818,3
2025-12-01,CS,CS_TRAIN,16059.8,13610.0,13610.0,Training / Enablement,Training,Operating Expenses,lower,0,0,1,1,-1,2449.8,-2449.8,False,0.18,True,2449.8,-2449.8,0.0,0.18,82.6,0.00517,2025,12,187266.0,158700.0,28566.0,-28566.0,13957.78,0.00727,14,-0.17552,3
2024-01-01,GA,GA_ADMIN,18000.0,18000.0,,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,,,2024,1,18000.0,18000.0,0.0,-0.0,1141.1,-0.0,19,-0.0,3
2024-02-01,GA,GA_ADMIN,18080.0,18080.0,,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,80.0,0.00444,2024,2,36080.0,36080.0,0.0,-0.0,-1423.02,0.0,19,0.0,3
2024-03-01,GA,GA_ADMIN,18160.0,18160.0,,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,80.0,0.00442,2024,3,54240.0,54240.0,0.0,-0.0,583.49,0.0,19,-0.0,3
2024-04-01,GA,GA_ADMIN,18240.0,18240.0,,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,80.0,0.00441,2024,4,72480.0,72480.0,0.0,-0.0,-1332.85,0.0,19,0.0,3
2024-05-01,GA,GA_ADMIN,18320.0,18320.0,,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,80.0,0.00439,2024,5,90800.0,90800.0,0.0,-0.0,-3784.8,0.0,19,0.0,3
2024-06-01,GA,GA_ADMIN,18400.0,18400.0,,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,80.0,0.00437,2024,6,109200.0,109200.0,0.0,-0.0,-2156.93,-0.0,19,0.0,3
2024-07-01,GA,GA_ADMIN,18480.0,18480.0,,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,80.0,0.00435,2024,7,127680.0,127680.0,0.0,-0.0,258.42,0.0,20,-0.0,3
2024-08-01,GA,GA_ADMIN,18560.0,18560.0,,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,80.0,0.00433,2024,8,146240.0,146240.0,0.0,-0.0,408.64,0.0,20,-0.0,3
2024-09-01,GA,GA_ADMIN,18640.0,18640.0,,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,80.0,0.00431,2024,9,164880.0,164880.0,0.0,-0.0,-1800.0,0.0,20,0.0,3
2024-10-01,GA,GA_ADMIN,18720.0,18720.0,,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,80.0,0.00429,2024,10,183600.0,183600.0,0.0,-0.0,-1154.8,0.0,20,0.0,3
2024-11-01,GA,GA_ADMIN,18800.0,18800.0,,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,80.0,0.00427,2024,11,202400.0,202400.0,0.0,-0.0,-3456.13,0.0,20,0.0,3
2024-12-01,GA,GA_ADMIN,18880.0,18880.0,,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,80.0,0.00426,2024,12,221280.0,221280.0,0.0,-0.0,-1813.97,0.0,20,0.0,3
2025-01-01,GA,GA_ADMIN,18960.0,18960.0,18960.0,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,80.0,0.00424,2025,1,18960.0,18960.0,0.0,-0.0,-3330.06,0.0,19,0.0,3
2025-02-01,GA,GA_ADMIN,19040.0,19040.0,19040.0,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,80.0,0.00422,2025,2,38000.0,38000.0,0.0,-0.0,-2306.58,0.0,19,0.0,3
2025-03-01,GA,GA_ADMIN,19120.0,19120.0,19120.0,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,80.0,0.0042,2025,3,57120.0,57120.0,0.0,-0.0,-2836.88,0.0,19,0.0,3
2025-04-01,GA,GA_ADMIN,19200.0,19200.0,19200.0,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,80.0,0.00418,2025,4,76320.0,76320.0,0.0,-0.0,-1950.53,0.0,19,0.0,3
2025-05-01,GA,GA_ADMIN,19280.0,19280.0,19280.0,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,80.0,0.00417,2025,5,95600.0,95600.0,0.0,-0.0,-3796.78,0.0,19,0.0,3
2025-06-01,GA,GA_ADMIN,19360.0,19360.0,19360.0,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,80.0,0.00415,2025,6,114960.0,114960.0,0.0,-0.0,-117376.29,0.0,19,0.0,3
2025-07-01,GA,GA_ADMIN,19440.0,19440.0,19440.0,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,80.0,0.00413,2025,7,134400.0,134400.0,0.0,-0.0,-118866.58,0.0,19,0.0,3
2025-08-01,GA,GA_ADMIN,19520.0,19520.0,19520.0,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,80.0,0.00412,2025,8,153920.0,153920.0,0.0,-0.0,-4623.63,0.0,19,0.0,3
2025-09-01,GA,GA_ADMIN,19600.0,19600.0,19600.0,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,80.0,0.0041,2025,9,173520.0,173520.0,0.0,-0.0,-3048.64,0.0,19,0.0,3
2025-10-01,GA,GA_ADMIN,19680.0,19680.0,19680.0,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,80.0,0.00408,2025,10,193200.0,193200.0,0.0,-0.0,-6116.42,0.0,19,0.0,3
2025-11-01,GA,GA_ADMIN,19760.0,19760.0,19760.0,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,80.0,0.00407,2025,11,212960.0,212960.0,0.0,-0.0,-9472.3,0.0,19,0.0,3
2025-12-01,GA,GA_ADMIN,19840.0,19840.0,19840.0,Office / Admin,Office,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,80.0,0.00405,2025,12,232800.0,232800.0,0.0,-0.0,-8761.33,0.0,19,0.0,3
2024-01-01,GA,GA_FAC,55000.0,55000.0,,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,,,2024,1,55000.0,55000.0,0.0,-0.0,1141.1,-0.0,20,-0.0,4
2024-02-01,GA,GA_FAC,55150.0,55150.0,,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,150.0,0.00273,2024,2,110150.0,110150.0,0.0,-0.0,-1423.02,0.0,20,0.0,4
2024-03-01,GA,GA_FAC,55300.0,55300.0,,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,150.0,0.00272,2024,3,165450.0,165450.0,0.0,-0.0,583.49,0.0,20,-0.0,4
2024-04-01,GA,GA_FAC,55450.0,55450.0,,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,150.0,0.00271,2024,4,220900.0,220900.0,0.0,-0.0,-1332.85,0.0,20,0.0,4
2024-05-01,GA,GA_FAC,55600.0,55600.0,,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,150.0,0.00271,2024,5,276500.0,276500.0,0.0,-0.0,-3784.8,0.0,20,0.0,4
2024-06-01,GA,GA_FAC,55750.0,55750.0,,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,150.0,0.0027,2024,6,332250.0,332250.0,0.0,-0.0,-2156.93,-0.0,20,0.0,4
2024-07-01,GA,GA_FAC,55900.0,55900.0,,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,150.0,0.00269,2024,7,388150.0,388150.0,0.0,-0.0,258.42,0.0,21,-0.0,4
2024-08-01,GA,GA_FAC,56050.0,56050.0,,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,150.0,0.00268,2024,8,444200.0,444200.0,0.0,-0.0,408.64,0.0,21,-0.0,4
2024-09-01,GA,GA_FAC,56200.0,56200.0,,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,150.0,0.00268,2024,9,500400.0,500400.0,0.0,-0.0,-1800.0,0.0,21,0.0,4
2024-10-01,GA,GA_FAC,56350.0,56350.0,,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,150.0,0.00267,2024,10,556750.0,556750.0,0.0,-0.0,-1154.8,0.0,21,0.0,4
2024-11-01,GA,GA_FAC,56500.0,56500.0,,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,150.0,0.00266,2024,11,613250.0,613250.0,0.0,-0.0,-3456.13,0.0,21,0.0,4
2024-12-01,GA,GA_FAC,56650.0,56650.0,,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,150.0,0.00265,2024,12,669900.0,669900.0,0.0,-0.0,-1813.97,0.0,21,0.0,4
2025-01-01,GA,GA_FAC,56800.0,56800.0,56800.0,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,150.0,0.00265,2025,1,56800.0,56800.0,0.0,-0.0,-3330.06,0.0,20,0.0,4
2025-02-01,GA,GA_FAC,56950.0,56950.0,56950.0,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,150.0,0.00264,2025,2,113750.0,113750.0,0.0,-0.0,-2306.58,0.0,20,0.0,4
2025-03-01,GA,GA_FAC,57100.0,57100.0,57100.0,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,150.0,0.00263,2025,3,170850.0,170850.0,0.0,-0.0,-2836.88,0.0,20,0.0,4
2025-04-01,GA,GA_FAC,57250.0,57250.0,57250.0,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,150.0,0.00263,2025,4,228100.0,228100.0,0.0,-0.0,-1950.53,0.0,20,0.0,4
2025-05-01,GA,GA_FAC,57400.0,57400.0,57400.0,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,150.0,0.00262,2025,5,285500.0,285500.0,0.0,-0.0,-3796.78,0.0,20,0.0,4
2025-06-01,GA,GA_FAC,57550.0,57550.0,57550.0,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,150.0,0.00261,2025,6,343050.0,343050.0,0.0,-0.0,-117376.29,0.0,20,0.0,4
2025-07-01,GA,GA_FAC,57700.0,57700.0,57700.0,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,150.0,0.00261,2025,7,400750.0,400750.0,0.0,-0.0,-118866.58,0.0,20,0.0,4
2025-08-01,GA,GA_FAC,57850.0,57850.0,57850.0,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,150.0,0.0026,2025,8,458600.0,458600.0,0.0,-0.0,-4623.63,0.0,20,0.0,4
2025-09-01,GA,GA_FAC,58000.0,58000.0,58000.0,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,150.0,0.00259,2025,9,516600.0,516600.0,0.0,-0.0,-3048.64,0.0,20,0.0,4
2025-10-01,GA,GA_FAC,58150.0,58150.0,58150.0,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,150.0,0.00259,2025,10,574750.0,574750.0,0.0,-0.0,-6116.42,0.0,20,0.0,4
2025-11-01,GA,GA_FAC,58300.0,58300.0,58300.0,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,150.0,0.00258,2025,11,633050.0,633050.0,0.0,-0.0,-9472.3,0.0,20,0.0,4
2025-12-01,GA,GA_FAC,58450.0,58450.0,58450.0,Facilities,Facilities,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,0.0,-0.0,0.0,0.0,150.0,0.00257,2025,12,691500.0,691500.0,0.0,-0.0,-8761.33,0.0,20,0.0,4
2024-01-01,GA,GA_INS,22000.0,22000.0,,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,,,2024,1,22000.0,22000.0,0.0,-0.0,1141.1,-0.0,21,-0.0,5
2024-02-01,GA,GA_INS,22060.0,22060.0,,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00273,2024,2,44060.0,44060.0,0.0,-0.0,-1423.02,0.0,21,0.0,5
2024-03-01,GA,GA_INS,22120.0,22120.0,,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00272,2024,3,66180.0,66180.0,0.0,-0.0,583.49,0.0,21,-0.0,5
2024-04-01,GA,GA_INS,22180.0,22180.0,,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00271,2024,4,88360.0,88360.0,0.0,-0.0,-1332.85,0.0,21,0.0,5
2024-05-01,GA,GA_INS,22240.0,22240.0,,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00271,2024,5,110600.0,110600.0,0.0,-0.0,-3784.8,0.0,21,0.0,5
2024-06-01,GA,GA_INS,22300.0,22300.0,,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.0027,2024,6,132900.0,132900.0,0.0,-0.0,-2156.93,-0.0,21,0.0,5
2024-07-01,GA,GA_INS,22360.0,22360.0,,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00269,2024,7,155260.0,155260.0,0.0,-0.0,258.42,0.0,22,-0.0,5
2024-08-01,GA,GA_INS,22420.0,22420.0,,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00268,2024,8,177680.0,177680.0,0.0,-0.0,408.64,0.0,22,-0.0,5
2024-09-01,GA,GA_INS,22480.0,22480.0,,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00268,2024,9,200160.0,200160.0,0.0,-0.0,-1800.0,0.0,22,0.0,5
2024-10-01,GA,GA_INS,22540.0,22540.0,,Insurance,Insurance,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00267,2024,10,222700.0,222700.0,0.0,-0.0,-1154.8,0.0,22,0.0,5
